listing_id,agent_id,property_type,address,city,province,asking_price_idr,size_sqm,bedrooms,bathrooms,land_area_sqm,listed_date,status,days_on_market
LST00597,AGT098,Rumah,Perumahan Taman Mas Blok A16 No. 83,Jakarta Timur,DKI Jakarta,5009000000,383,5,3,385,2024-11-09,sold,58
LST00598,AGT006,Rumah,Jl. Flamboyan No. 204,Jakarta Selatan,DKI Jakarta,10114000000,353,6,4,423,2023-01-06,sold,99
LST00599,AGT124,Rumah,Perumahan Cibubur Country Blok A23 No. 69,Bandung,Jawa Barat,11061000000,419,5,3,565,2023-01-14,sold,104
LST00600,AGT006,Apartemen,Jl. Tulip No. 193,Surabaya,Jawa Timur,3575000000,164,4,1,,2023-03-01,active,338
LST00601,AGT031,Rumah,Jl. Kemang Raya No. 32,Medan,Sumatera Utara,3460000000,366,3,1,508,2022-03-22,sold,33
LST00602,AGT148,Apartemen,Jl. Anggrek No. 22,Semarang,Jawa Tengah,2039000000,189,2,1,,2022-09-13,sold,130
LST00603,AGT077,Rumah,Perumahan Kelapa Gading Blok A17 No. 38,Bandung,Jawa Barat,6456000000,338,3,2,506,2024-12-29,sold,114
LST00604,AGT036,Vila,Jl. Solo No. 54,Jakarta Pusat,DKI Jakarta,19909000000,401,5,6,631,2022-07-22,active,340
LST00605,AGT012,Rumah,Jl. Kelapa No. 246,Jakarta Pusat,DKI Jakarta,4384000000,78,3,1,154,2022-10-02,sold,155
LST00606,AGT142,Ruko,Jl. Pemuda No. 20,Jakarta Selatan,DKI Jakarta,4339000000,382,0,2,417,2025-01-31,active,131
LST00607,AGT067,Apartemen,Jl. Thamrin No. 174,Jakarta Utara,DKI Jakarta,3477000000,188,2,2,,2024-05-21,active,356
LST00608,AGT037,Ruko,Jl. Pinang No. 183,Yogyakarta,DI Yogyakarta,9580000000,184,0,1,264,2024-02-02,active,289
LST00609,AGT131,Vila,Jl. Melati No. 247,Depok,Jawa Barat,6375000000,364,4,4,817,2023-05-22,active,40
LST00610,AGT070,Ruko,Jl. Cempaka No. 85,Bali,Bali,2841000000,352,0,1,439,2022-07-02,sold,93
LST00611,AGT086,Rumah,Cluster Mawar Blok B13 No. 14,Tangerang,Banten,13247000000,199,3,1,269,2022-09-10,sold,45
LST00612,AGT135,Rumah,Jl. Diponegoro No. 142,Depok,Jawa Barat,12432000000,216,6,4,240,2023-07-10,sold,156
LST00613,AGT026,Rumah,Perumahan Graha Famili Blok F26 No. 69,Surabaya,Jawa Timur,1285000000,147,4,4,193,2024-04-04,sold,123
LST00614,AGT033,Apartemen,Jl. Braga No. 146,Bali,Bali,2472000000,24,2,3,,2023-07-02,active,28
LST00615,AGT095,Ruko,Jl. Pahlawan No. 91,Bandung,Jawa Barat,4881000000,391,0,2,481,2024-08-17,sold,129
LST00616,AGT074,Apartemen,Jl. Dahlia No. 243,Jakarta Pusat,DKI Jakarta,2609000000,131,2,2,,2023-09-18,active,209
LST00617,AGT081,Ruko,Jl. Dahlia No. 43,Jakarta Selatan,DKI Jakarta,2276000000,120,0,1,213,2022-04-28,sold,22
LST00618,AGT074,Rumah,Jl. Sakura No. 123,Jakarta Selatan,DKI Jakarta,9579000000,312,2,2,485,2024-10-16,sold,132
LST00619,AGT137,Rumah,Perumahan Graha Famili Blok A23 No. 55,Jakarta Selatan,DKI Jakarta,11934000000,123,5,1,280,2024-12-30,active,384
LST00620,AGT089,Rumah,Cluster Anggrek Blok B22 No. 98,Tangerang,Banten,4501000000,438,6,6,593,2024-12-08,sold,58
LST00621,AGT045,Rumah,Jl. Pemuda No. 127,Bandung,Jawa Barat,1730000000,247,3,3,337,2024-02-16,active,88
LST00622,AGT096,Rumah,Jl. Diponegoro No. 77,Bandung,Jawa Barat,2355000000,233,3,3,429,2024-09-16,active,151
LST00623,AGT068,Rumah,Jl. Solo No. 212,Jakarta Utara,DKI Jakarta,3990000000,61,6,4,116,2022-03-14,active,238
LST00624,AGT125,Ruko,Jl. Cikini No. 91,Bekasi,Jawa Barat,1742000000,262,0,1,340,2022-08-08,active,3
LST00625,AGT090,Kavling,Perumahan Taman Mas Blok D16 No. 26,Tangerang,Banten,962000000,285,0,0,285,2022-06-23,active,271
LST00626,AGT132,Apartemen,Jl. Thamrin No. 58,Jakarta Barat,DKI Jakarta,1609000000,127,1,2,,2024-08-21,sold,102
LST00627,AGT096,Kavling,Jl. Jati No. 138,Jakarta Selatan,DKI Jakarta,1425000000,266,0,0,266,2023-07-06,active,56
LST00628,AGT113,Apartemen,Jl. Mawar No. 92,Jakarta Selatan,DKI Jakarta,3949000000,63,2,2,,2023-02-11,sold,29
LST00629,AGT049,Rumah,Jl. Anggrek No. 42,Jakarta Selatan,DKI Jakarta,5167000000,80,3,2,187,2023-02-12,sold,123
LST00630,AGT069,Ruko,Jl. Sakura No. 84,Jakarta Timur,DKI Jakarta,2746000000,295,0,2,365,2024-03-29,active,257
LST00631,AGT100,Kavling,Jl. Melati No. 33,Yogyakarta,DI Yogyakarta,738000000,136,0,0,136,2022-11-15,active,177
LST00632,AGT129,Rumah,Jl. Pemuda No. 250,Bekasi,Jawa Barat,723000000,452,3,1,625,2022-01-17,sold,112
LST00633,AGT123,Kavling,Jl. Pemuda No. 64,Yogyakarta,DI Yogyakarta,1385000000,224,0,0,224,2022-11-09,active,374
LST00634,AGT131,Kavling,Perumahan Taman Mas Blok G9 No. 90,Jakarta Selatan,DKI Jakarta,965000000,207,0,0,207,2023-05-22,active,342
LST00635,AGT110,Kavling,Jl. Flamboyan No. 180,Jakarta Selatan,DKI Jakarta,1012000000,322,0,0,322,2024-10-25,active,313
LST00636,AGT047,Rumah,Perumahan Taman Mas Blok B13 No. 5,Bali,Bali,3591000000,497,6,6,659,2023-07-15,active,99
LST00637,AGT038,Apartemen,Jl. Braga No. 105,Depok,Jawa Barat,3842000000,26,2,1,,2024-12-11,sold,79
LST00638,AGT060,Rumah,Jl. Kenanga No. 78,Depok,Jawa Barat,4133000000,232,5,4,247,2022-08-14,sold,69
LST00639,AGT094,Vila,Jl. Jati No. 11,Surabaya,Jawa Timur,10193000000,329,6,5,542,2022-01-02,active,27
LST00640,AGT083,Rumah,Perumahan Bintaro Sektor Blok C16 No. 47,Semarang,Jawa Tengah,3973000000,206,5,3,361,2023-11-16,active,156
LST00641,AGT029,Kavling,Perumahan Citra Garden Blok G28 No. 17,Surabaya,Jawa Timur,596000000,422,0,0,422,2023-11-10,active,185
LST00642,AGT093,Rumah,Perumahan Pakuwon Blok C7 No. 75,Jakarta Barat,DKI Jakarta,12672000000,458,6,5,612,2024-02-26,active,45
LST00643,AGT028,Rumah,Jl. Pinang No. 50,Semarang,Jawa Tengah,2637000000,382,6,1,392,2024-07-01,active,51
LST00644,AGT020,Rumah,Jl. Pinang No. 137,Bali,Bali,9455000000,376,4,3,561,2022-11-11,sold,12
LST00645,AGT033,Kavling,Jl. Thamrin No. 229,Jakarta Selatan,DKI Jakarta,985000000,294,0,0,294,2023-12-13,sold,94
LST00646,AGT115,Apartemen,Jl. Solo No. 203,Jakarta Timur,DKI Jakarta,1311000000,133,1,2,,2022-02-14,sold,43
LST00647,AGT071,Rumah,Perumahan Graha Famili Blok B24 No. 51,Yogyakarta,DI Yogyakarta,11914000000,126,4,1,270,2024-10-10,active,351
LST00648,AGT137,Rumah,Jl. Braga No. 144,Surabaya,Jawa Timur,14758000000,322,2,1,434,2024-03-10,active,206
LST00649,AGT070,Rumah,Perumahan Graha Famili Blok A29 No. 66,Jakarta Selatan,DKI Jakarta,3890000000,154,2,1,300,2024-07-21,active,258
LST00650,AGT135,Kavling,Jl. Diponegoro No. 182,Yogyakarta,DI Yogyakarta,1260000000,235,0,0,235,2023-07-04,sold,142
LST00651,AGT031,Rumah,Perumahan Bintaro Sektor Blok C30 No. 18,Bandung,Jawa Barat,3303000000,174,2,1,248,2023-07-08,active,27
LST00652,AGT064,Apartemen,Jl. Asia Afrika No. 84,Jakarta Barat,DKI Jakarta,2070000000,158,1,1,,2022-06-20,sold,141
LST00653,AGT068,Ruko,Jl. Kenanga No. 161,Tangerang,Banten,2989000000,289,0,3,326,2022-01-22,sold,92
LST00654,AGT057,Rumah,Jl. Flamboyan No. 185,Tangerang,Banten,12468000000,203,3,2,207,2024-02-22,sold,168
LST00655,AGT066,Rumah,Jl. Pisang No. 84,Yogyakarta,DI Yogyakarta,14754000000,380,6,5,432,2023-07-05,sold,53
LST00656,AGT149,Ruko,Jl. Pemuda No. 95,Depok,Jawa Barat,7279000000,159,0,2,188,2022-10-31,sold,123
LST00657,AGT024,Rumah,Cluster Anggrek Blok F6 No. 83,Jakarta Timur,DKI Jakarta,8625000000,152,5,2,197,2023-08-01,active,11
LST00658,AGT080,Apartemen,Jl. Cempaka No. 37,Bali,Bali,1684000000,67,4,3,,2022-05-28,active,219
LST00659,AGT063,Ruko,Jl. Mawar No. 155,Bekasi,Jawa Barat,8255000000,286,0,1,378,2022-07-24,active,194
LST00660,AGT099,Kavling,Jl. Anggrek No. 34,Jakarta Timur,DKI Jakarta,284000000,136,0,0,136,2023-05-24,active,395
LST00661,AGT022,Rumah,Jl. Flamboyan No. 139,Surabaya,Jawa Timur,4885000000,133,6,1,135,2023-11-25,active,363
LST00662,AGT022,Apartemen,Jl. Mahoni No. 79,Jakarta Selatan,DKI Jakarta,2007000000,57,4,3,,2023-11-11,sold,123
LST00663,AGT040,Rumah,Jl. Tulip No. 6,Depok,Jawa Barat,4494000000,88,6,6,156,2022-04-02,sold,27
LST00664,AGT140,Kavling,Jl. Dago No. 37,Bali,Bali,1415000000,132,0,0,132,2022-01-03,active,115
LST00665,AGT007,Rumah,Jl. Pisang No. 236,Bandung,Jawa Barat,4213000000,278,5,2,368,2024-02-27,sold,176
LST00666,AGT029,Apartemen,Jl. Diponegoro No. 92,Surabaya,Jawa Timur,4378000000,65,1,1,,2022-06-06,active,316
LST00667,AGT086,Vila,Cluster Mawar Blok E11 No. 77,Malang,Jawa Timur,4878000000,334,3,2,693,2023-01-07,sold,174
LST00668,AGT109,Apartemen,Jl. Wolter Monginsidi No. 225,Depok,Jawa Barat,1580000000,192,3,3,,2022-08-01,sold,70
LST00669,AGT128,Rumah,Jl. Cendana No. 200,Jakarta Selatan,DKI Jakarta,11341000000,248,4,1,248,2022-10-28,sold,82
LST00670,AGT038,Kavling,Jl. Basuki Rahmat No. 209,Jakarta Timur,DKI Jakarta,1799000000,308,0,0,308,2022-05-18,sold,29
LST00671,AGT148,Rumah,Perumahan Bintaro Sektor Blok B25 No. 50,Tangerang,Banten,7503000000,432,4,2,455,2023-12-24,sold,82
LST00672,AGT127,Kavling,Jl. Dago No. 155,Yogyakarta,DI Yogyakarta,1936000000,326,0,0,326,2023-11-14,active,71
LST00673,AGT063,Kavling,Jl. Malioboro No. 137,Jakarta Selatan,DKI Jakarta,1769000000,294,0,0,294,2025-01-03,active,118
LST00674,AGT099,Rumah,Jl. Pisang No. 180,Depok,Jawa Barat,1869000000,357,5,5,504,2022-06-28,active,121
LST00675,AGT093,Vila,Jl. Sakura No. 236,Bandung,Jawa Barat,1093000000,254,3,3,589,2022-08-14,sold,16
LST00676,AGT090,Apartemen,Jl. Dago No. 63,Bali,Bali,3306000000,57,3,2,,2023-03-08,sold,58
LST00677,AGT015,Vila,Cluster Mawar Blok C2 No. 90,Bali,Bali,5515000000,210,4,4,635,2022-08-06,active,340
LST00678,AGT149,Apartemen,Jl. Cendana No. 21,Tangerang,Banten,954000000,144,2,1,,2023-05-17,sold,20
LST00679,AGT004,Apartemen,Jl. Kaliurang No. 179,Surabaya,Jawa Timur,3761000000,60,2,2,,2023-09-06,sold,121
LST00680,AGT106,Rumah,Perumahan Griya Asri Blok F2 No. 78,Bandung,Jawa Barat,12338000000,232,5,1,305,2022-12-22,active,258
LST00681,AGT042,Apartemen,Jl. Tunjungan No. 142,Tangerang,Banten,439000000,123,4,3,,2023-06-13,sold,147
LST00682,AGT129,Rumah,Perumahan Taman Mas Blok E13 No. 17,Surabaya,Jawa Timur,5514000000,423,3,2,463,2023-03-10,active,206
LST00683,AGT015,Rumah,Jl. Cempaka No. 210,Bali,Bali,4086000000,260,3,3,403,2024-08-17,active,245
LST00684,AGT081,Apartemen,Jl. Pemuda No. 50,Surabaya,Jawa Timur,3668000000,119,2,1,,2023-07-07,active,56
LST00685,AGT027,Ruko,Jl. Melati No. 62,Jakarta Barat,DKI Jakarta,2074000000,265,0,3,364,2023-08-01,active,84
LST00686,AGT139,Apartemen,Jl. Cikini No. 49,Depok,Jawa Barat,1222000000,38,2,3,,2023-02-18,active,327
LST00687,AGT009,Apartemen,Jl. Basuki Rahmat No. 12,Jakarta Selatan,DKI Jakarta,2318000000,90,1,1,,2022-04-09,sold,81
LST00688,AGT024,Ruko,Jl. Riau No. 129,Tangerang,Banten,5856000000,84,0,2,180,2023-02-04,active,162
LST00689,AGT101,Rumah,Cluster Mawar Blok F17 No. 13,Jakarta Utara,DKI Jakarta,12389000000,242,3,3,414,2024-10-25,sold,39
LST00690,AGT007,Kavling,Perumahan Pondok Indah Blok G28 No. 5,Jakarta Pusat,DKI Jakarta,2605000000,487,0,0,487,2023-08-18,active,83
LST00691,AGT039,Apartemen,Jl. Cendana No. 197,Jakarta Barat,DKI Jakarta,4143000000,42,1,1,,2022-11-26,active,257
LST00692,AGT133,Apartemen,Jl. Asia Afrika No. 160,Bali,Bali,4636000000,109,4,1,,2024-06-01,sold,11
LST00693,AGT100,Kavling,Jl. Cempaka No. 246,Depok,Jawa Barat,1179000000,186,0,0,186,2022-11-09,sold,146
LST00694,AGT128,Kavling,Perumahan Kelapa Gading Blok E28 No. 12,Bali,Bali,598000000,492,0,0,492,2024-10-18,sold,25
LST00695,AGT117,Kavling,Jl. Mahoni No. 18,Jakarta Selatan,DKI Jakarta,1484000000,166,0,0,166,2023-07-28,active,296
LST00696,AGT094,Kavling,Perumahan Graha Famili Blok G15 No. 34,Surabaya,Jawa Timur,1647000000,125,0,0,125,2024-08-27,sold,66
LST00697,AGT114,Rumah,Perumahan Kelapa Gading Blok D14 No. 80,Bandung,Jawa Barat,11154000000,131,2,2,141,2022-09-22,active,226
LST00698,AGT094,Vila,Jl. Solo No. 116,Bandung,Jawa Barat,17792000000,469,5,5,561,2023-06-23,sold,175
LST00699,AGT011,Ruko,Jl. Flamboyan No. 75,Jakarta Timur,DKI Jakarta,1734000000,205,0,3,276,2024-02-09,active,82
LST00700,AGT146,Vila,Jl. Dahlia No. 90,Bali,Bali,14083000000,187,4,4,684,2024-08-12,active,240
LST00701,AGT137,Rumah,Jl. Riau No. 197,Jakarta Selatan,DKI Jakarta,13906000000,298,2,1,344,2024-06-06,active,103
LST00702,AGT103,Rumah,Jl. Basuki Rahmat No. 30,Jakarta Timur,DKI Jakarta,5885000000,93,4,3,247,2023-07-25,active,233
LST00703,AGT010,Vila,Perumahan Pondok Indah Blok A20 No. 49,Bekasi,Jawa Barat,18861000000,229,6,5,606,2022-05-08,active,186
LST00704,AGT111,Ruko,Jl. Pemuda No. 70,Bandung,Jawa Barat,8556000000,189,0,1,216,2023-06-01,sold,163
LST00705,AGT046,Ruko,Jl. Cikini No. 224,Jakarta Pusat,DKI Jakarta,2169000000,152,0,1,187,2024-07-13,sold,108
LST00706,AGT135,Apartemen,Jl. Dahlia No. 230,Yogyakarta,DI Yogyakarta,2103000000,193,3,1,,2024-05-27,sold,88
LST00707,AGT077,Apartemen,Jl. Mahoni No. 248,Jakarta Selatan,DKI Jakarta,1697000000,72,3,2,,2024-06-13,active,182
LST00708,AGT147,Apartemen,Jl. Cendana No. 83,Bandung,Jawa Barat,3537000000,24,2,1,,2023-10-11,sold,4
LST00709,AGT039,Ruko,Jl. Dago No. 68,Jakarta Selatan,DKI Jakarta,8314000000,155,0,2,195,2024-12-02,sold,1
LST00710,AGT116,Vila,Perumahan BSD Blok F7 No. 54,Bandung,Jawa Barat,5119000000,474,6,7,820,2025-01-23,sold,43
LST00711,AGT097,Rumah,Jl. Mawar No. 95,Depok,Jawa Barat,4041000000,238,3,1,411,2024-01-16,sold,5
LST00712,AGT078,Rumah,Jl. Dago No. 106,Surabaya,Jawa Timur,5529000000,317,2,2,483,2023-12-22,sold,91
LST00713,AGT139,Kavling,Jl. Senopati No. 30,Tangerang,Banten,1944000000,347,0,0,347,2022-12-27,sold,118
LST00714,AGT110,Ruko,Jl. Pemuda No. 98,Yogyakarta,DI Yogyakarta,6913000000,170,0,3,246,2023-08-07,active,338
LST00715,AGT112,Rumah,Jl. Flamboyan No. 23,Jakarta Selatan,DKI Jakarta,10889000000,205,6,1,227,2022-02-03,sold,158
LST00716,AGT106,Rumah,Jl. Solo No. 149,Jakarta Barat,DKI Jakarta,2198000000,314,6,5,339,2022-03-08,off_market,178
LST00717,AGT108,Rumah,Cluster Anggrek Blok A12 No. 60,Yogyakarta,DI Yogyakarta,3971000000,174,5,5,271,2024-04-25,off_market,232
LST00718,AGT002,Ruko,Jl. Thamrin No. 79,Surabaya,Jawa Timur,6938000000,194,0,3,230,2024-04-29,sold,173
LST00719,AGT062,Ruko,Jl. Asia Afrika No. 216,Bogor,Jawa Barat,868000000,292,0,1,293,2024-11-28,sold,154
LST00720,AGT082,Rumah,Jl. Riau No. 50,Bekasi,Jawa Barat,5990000000,147,6,4,208,2024-03-16,active,27
LST00721,AGT148,Rumah,Jl. Kaliurang No. 41,Yogyakarta,DI Yogyakarta,7530000000,125,5,2,228,2024-06-14,sold,60
LST00722,AGT026,Vila,Jl. Thamrin No. 215,Jakarta Pusat,DKI Jakarta,5139000000,408,3,4,753,2022-11-22,sold,83
LST00723,AGT053,Apartemen,Jl. Cendana No. 8,Jakarta Pusat,DKI Jakarta,1113000000,45,1,2,,2025-01-18,sold,21
LST00724,AGT147,Kavling,Jl. Sakura No. 117,Bali,Bali,1766000000,92,0,0,92,2024-01-04,sold,48
LST00725,AGT062,Apartemen,Jl. Braga No. 198,Jakarta Selatan,DKI Jakarta,2166000000,98,2,3,,2023-06-18,sold,169
LST00726,AGT014,Vila,Jl. Flamboyan No. 29,Jakarta Selatan,DKI Jakarta,10010000000,192,4,5,253,2024-07-29,sold,153
LST00727,AGT032,Rumah,Cluster Anggrek Blok G12 No. 27,Surabaya,Jawa Timur,2254000000,132,4,3,178,2024-03-11,sold,26
LST00728,AGT126,Vila,Perumahan Pakuwon Blok D13 No. 41,Surabaya,Jawa Timur,1719000000,361,3,3,731,2024-07-12,sold,42
LST00729,AGT047,Rumah,Jl. Anggrek No. 31,Jakarta Selatan,DKI Jakarta,5394000000,65,3,3,210,2023-12-04,sold,89
LST00730,AGT124,Apartemen,Jl. Tulip No. 50,Surabaya,Jawa Timur,4826000000,23,2,3,,2022-03-02,active,275
LST00731,AGT006,Rumah,Perumahan BSD Blok A11 No. 18,Jakarta Utara,DKI Jakarta,8986000000,322,3,1,415,2023-03-27,active,43
LST00732,AGT033,Rumah,Perumahan Citra Garden Blok F10 No. 60,Jakarta Timur,DKI Jakarta,4884000000,200,5,2,223,2024-10-12,sold,112
LST00733,AGT132,Rumah,Jl. Gatot Subroto No. 247,Medan,Sumatera Utara,7052000000,158,4,2,208,2024-03-15,sold,27
LST00734,AGT150,Rumah,Jl. Malioboro No. 111,Jakarta Timur,DKI Jakarta,13495000000,452,6,3,494,2024-07-02,active,217
LST00735,AGT070,Apartemen,Jl. Wolter Monginsidi No. 96,Bandung,Jawa Barat,2961000000,181,1,2,,2022-05-12,off_market,260
LST00736,AGT043,Rumah,Jl. Kaliurang No. 91,Bekasi,Jawa Barat,1053000000,321,4,4,396,2024-03-26,active,16
LST00737,AGT030,Apartemen,Jl. Cempaka No. 56,Tangerang,Banten,1823000000,104,4,1,,2024-02-01,active,191
LST00738,AGT038,Vila,Perumahan Cibubur Country Blok B15 No. 73,Bali,Bali,11303000000,212,3,3,614,2023-10-21,active,120
LST00739,AGT144,Ruko,Jl. Kelapa No. 27,Jakarta Utara,DKI Jakarta,1885000000,277,0,2,354,2023-07-24,active,367
LST00740,AGT020,Rumah,Jl. Pinang No. 51,Jakarta Utara,DKI Jakarta,9903000000,390,5,4,471,2022-04-12,active,253
LST00741,AGT128,Kavling,Jl. Tulip No. 116,Jakarta Timur,DKI Jakarta,391000000,220,0,0,220,2022-12-17,active,308
LST00742,AGT084,Rumah,Perumahan Pakuwon Blok G28 No. 74,Depok,Jawa Barat,10185000000,256,3,3,261,2022-01-10,active,237
LST00743,AGT073,Kavling,Perumahan Citra Garden Blok E2 No. 44,Jakarta Timur,DKI Jakarta,736000000,286,0,0,286,2022-02-03,active,36
LST00744,AGT121,Rumah,Perumahan Cibubur Country Blok D3 No. 72,Bandung,Jawa Barat,2058000000,484,5,3,554,2023-10-04,sold,127
LST00745,AGT013,Kavling,Jl. Tunjungan No. 127,Surabaya,Jawa Timur,1811000000,232,0,0,232,2022-09-06,active,192
LST00746,AGT027,Rumah,Perumahan Cibubur Country Blok G23 No. 93,Jakarta Barat,DKI Jakarta,979000000,174,2,1,209,2024-06-11,sold,58
LST00747,AGT044,Ruko,Jl. Mawar No. 240,Medan,Sumatera Utara,2242000000,177,0,3,224,2022-04-18,active,133
LST00748,AGT012,Kavling,Jl. Cempaka No. 68,Medan,Sumatera Utara,653000000,104,0,0,104,2023-11-06,active,353
LST00749,AGT098,Apartemen,Jl. Tulip No. 33,Bali,Bali,2561000000,200,2,1,,2023-10-16,sold,38
LST00750,AGT150,Rumah,Jl. Basuki Rahmat No. 170,Jakarta Selatan,DKI Jakarta,14428000000,271,5,1,404,2024-09-30,sold,72
LST00751,AGT083,Rumah,Perumahan Kelapa Gading Blok F3 No. 46,Jakarta Selatan,DKI Jakarta,13158000000,434,5,2,457,2023-05-12,sold,169
LST00752,AGT053,Kavling,Jl. Kenanga No. 55,Jakarta Barat,DKI Jakarta,519000000,118,0,0,118,2022-01-27,sold,172
LST00753,AGT056,Ruko,Jl. Kelapa No. 209,Tangerang,Banten,8470000000,277,0,1,339,2024-12-16,sold,132
LST00754,AGT081,Kavling,Jl. Cendana No. 218,Surabaya,Jawa Timur,1477000000,442,0,0,442,2024-10-30,sold,28
LST00755,AGT034,Apartemen,Jl. Solo No. 52,Surabaya,Jawa Timur,2142000000,115,4,2,,2024-03-30,active,97
LST00756,AGT018,Apartemen,Jl. Flamboyan No. 38,Bandung,Jawa Barat,2626000000,130,2,3,,2024-08-02,active,55
LST00757,AGT029,Rumah,Perumahan Pakuwon Blok E15 No. 46,Bali,Bali,4441000000,68,5,2,136,2023-06-28,active,61
LST00758,AGT141,Rumah,Cluster Mawar Blok E11 No. 7,Depok,Jawa Barat,1877000000,241,5,2,279,2024-06-22,sold,70
LST00759,AGT095,Apartemen,Jl. Pinang No. 76,Jakarta Utara,DKI Jakarta,1151000000,34,4,3,,2023-01-23,sold,104
LST00760,AGT046,Rumah,Jl. Flamboyan No. 175,Semarang,Jawa Tengah,10232000000,201,6,5,327,2022-04-13,sold,166
LST00761,AGT064,Ruko,Jl. Gatot Subroto No. 62,Yogyakarta,DI Yogyakarta,2619000000,192,0,1,198,2022-05-15,sold,137
LST00762,AGT026,Ruko,Jl. Riau No. 101,Jakarta Utara,DKI Jakarta,5313000000,195,0,3,284,2022-07-27,sold,57
LST00763,AGT069,Rumah,Jl. Diponegoro No. 188,Jakarta Selatan,DKI Jakarta,8612000000,165,3,1,253,2022-01-07,active,49
LST00764,AGT048,Apartemen,Jl. Sudirman No. 44,Jakarta Selatan,DKI Jakarta,4472000000,181,4,3,,2023-10-08,sold,175
LST00765,AGT018,Kavling,Cluster Anggrek Blok B1 No. 86,Tangerang,Banten,882000000,175,0,0,175,2024-08-29,active,220
LST00766,AGT086,Rumah,Jl. Mawar No. 153,Bandung,Jawa Barat,841000000,150,4,1,193,2023-12-23,sold,122
LST00767,AGT150,Rumah,Perumahan Griya Asri Blok E22 No. 38,Bandung,Jawa Barat,516000000,310,3,2,338,2023-04-13,sold,135
LST00768,AGT129,Apartemen,Jl. Senopati No. 116,Bali,Bali,1720000000,59,1,1,,2024-10-01,active,377
LST00769,AGT090,Rumah,Jl. Wolter Monginsidi No. 78,Malang,Jawa Timur,9440000000,191,5,3,284,2023-11-15,active,266
LST00770,AGT124,Apartemen,Jl. Pisang No. 169,Bekasi,Jawa Barat,1273000000,91,1,1,,2022-10-18,sold,92
LST00771,AGT128,Rumah,Jl. Asia Afrika No. 53,Surabaya,Jawa Timur,1006000000,185,6,6,363,2022-07-02,sold,50
LST00772,AGT097,Rumah,Perumahan Pakuwon Blok C29 No. 43,Bekasi,Jawa Barat,10965000000,115,4,4,249,2024-03-11,active,302
LST00773,AGT107,Ruko,Jl. Senopati No. 214,Surabaya,Jawa Timur,5326000000,238,0,1,243,2022-09-09,sold,111
LST00774,AGT117,Rumah,Jl. Malioboro No. 238,Surabaya,Jawa Timur,9784000000,465,4,3,493,2022-10-29,sold,120
LST00775,AGT039,Apartemen,Jl. Cempaka No. 205,Surabaya,Jawa Timur,4635000000,96,2,2,,2023-08-27,active,8
LST00776,AGT117,Apartemen,Jl. Malioboro No. 79,Surabaya,Jawa Timur,685000000,77,3,3,,2022-01-11,active,221
LST00777,AGT091,Apartemen,Jl. Diponegoro No. 202,Jakarta Selatan,DKI Jakarta,355000000,34,3,1,,2024-10-25,active,341
LST00778,AGT144,Rumah,Perumahan Pondok Indah Blok A10 No. 29,Tangerang,Banten,3040000000,104,4,2,291,2022-03-07,active,243
LST00779,AGT091,Apartemen,Jl. Flamboyan No. 229,Bekasi,Jawa Barat,2387000000,195,4,2,,2023-06-20,active,155
LST00780,AGT080,Kavling,Jl. Kemang Raya No. 206,Bandung,Jawa Barat,909000000,368,0,0,368,2022-10-13,off_market,132
LST00781,AGT065,Apartemen,Jl. Cikini No. 146,Jakarta Barat,DKI Jakarta,1461000000,128,2,2,,2024-08-02,sold,140
LST00782,AGT047,Ruko,Jl. Kemang Raya No. 129,Jakarta Selatan,DKI Jakarta,6959000000,303,0,1,320,2024-01-03,active,240
LST00783,AGT091,Rumah,Perumahan Citra Garden Blok A25 No. 54,Jakarta Barat,DKI Jakarta,7506000000,298,5,4,416,2022-07-01,sold,36
LST00784,AGT078,Apartemen,Jl. Diponegoro No. 14,Jakarta Utara,DKI Jakarta,2337000000,170,3,1,,2024-03-15,sold,33
LST00785,AGT104,Apartemen,Jl. Gatot Subroto No. 213,Jakarta Selatan,DKI Jakarta,398000000,140,4,1,,2022-08-08,sold,86
LST00786,AGT025,Ruko,Jl. Kenanga No. 32,Jakarta Timur,DKI Jakarta,5560000000,369,0,2,457,2024-11-12,sold,14
LST00787,AGT053,Apartemen,Jl. Cendana No. 78,Surabaya,Jawa Timur,4579000000,58,4,1,,2023-09-29,sold,2
LST00788,AGT125,Kavling,Perumahan Taman Mas Blok A5 No. 78,Jakarta Selatan,DKI Jakarta,2754000000,432,0,0,432,2022-09-05,sold,134
LST00789,AGT025,Rumah,Jl. Pahlawan No. 101,Jakarta Utara,DKI Jakarta,4550000000,164,2,2,170,2022-04-24,active,63
LST00790,AGT077,Rumah,Perumahan Pondok Indah Blok F15 No. 85,Jakarta Selatan,DKI Jakarta,7128000000,307,3,1,446,2022-09-10,sold,111
LST00791,AGT038,Rumah,Jl. Mahoni No. 131,Bali,Bali,10923000000,71,3,1,261,2025-01-24,sold,52
LST00792,AGT122,Kavling,Perumahan Taman Mas Blok E16 No. 48,Jakarta Selatan,DKI Jakarta,2167000000,228,0,0,228,2023-07-18,sold,101
LST00793,AGT099,Rumah,Jl. Cendana No. 8,Surabaya,Jawa Timur,11930000000,469,2,2,575,2023-08-04,sold,118
LST00794,AGT031,Rumah,Jl. Pahlawan No. 11,Jakarta Selatan,DKI Jakarta,9744000000,259,2,2,267,2023-12-28,sold,36
