inquiry_id,listing_id,agent_id,inquiry_date,contact_method,outcome,response_time_hours
INQ01066,LST00486,AGT064,2023-06-06,Telepon,info_sent,34:07:00
INQ01067,LST00507,AGT017,2024-08-03,WhatsApp,info_sent,63:00:00
INQ01068,LST00178,AGT129,2022-12-21,Email,info_sent,32:00:00
INQ01069,LST00805,AGT049,2022-05-19,WhatsApp,viewing_scheduled,9:08
INQ01070,LST00736,AGT043,2024-04-08,WhatsApp,info_sent,46:00:00
INQ01071,LST00436,AGT103,2022-06-06,WhatsApp,deal_closed,8:01
INQ01072,LST00169,AGT064,2024-01-08,WhatsApp,viewing_scheduled,18:02
INQ01073,LST00754,AGT081,2024-11-23,Telepon,info_sent,16:05
INQ01074,LST00355,AGT087,2025-02-17,Email,deal_closed,27:08:00
INQ01075,LST00771,AGT128,2022-08-05,WhatsApp,viewing_scheduled,39:09:00
INQ01076,LST00998,AGT052,2024-05-14,WhatsApp,info_sent,70:08:00
INQ01077,LST00971,AGT032,2023-04-23,WhatsApp,info_sent,9:03
INQ01078,LST00688,AGT024,2023-06-26,Email,deal_closed,16:08
INQ01079,LST00333,AGT053,2023-11-29,WhatsApp,deal_closed,70:06:00
INQ01080,LST00275,AGT128,2022-07-27,WhatsApp,offer_made,68:00:00
INQ01081,LST00261,AGT138,2025-02-28,Email,info_sent,20:06
INQ01082,LST00479,AGT029,2023-01-05,Walk-in,no_response,
INQ01083,LST00891,AGT108,2024-01-31,WhatsApp,no_response,
INQ01084,LST00144,AGT069,2024-12-11,WhatsApp,offer_made,70:09:00
INQ01085,LST00293,AGT011,2023-03-30,Email,deal_closed,53:01:00
INQ01086,LST00504,AGT037,2024-11-03,Walk-in,no_response,
INQ01087,LST00462,AGT074,2022-12-27,Walk-in,info_sent,55:00:00
INQ01088,LST00249,AGT091,2022-08-27,Email,offer_made,48:09:00
INQ01089,LST00171,AGT008,2022-10-24,WhatsApp,no_response,
INQ01090,LST00197,AGT015,2025-02-28,Telepon,info_sent,49:04:00
INQ01091,LST00840,AGT039,2022-09-24,Telepon,info_sent,51:05:00
INQ01092,LST00671,AGT148,2024-03-02,WhatsApp,no_response,
INQ01093,LST00622,AGT096,2024-12-24,WhatsApp,no_response,
INQ01094,LST00262,AGT021,2023-03-10,Walk-in,offer_made,14:01
INQ01095,LST00396,AGT014,2022-10-23,WhatsApp,deal_closed,39:03:00
INQ01096,LST00850,AGT116,2023-02-17,WhatsApp,viewing_scheduled,64:04:00
INQ01097,LST00339,AGT099,2024-06-11,WhatsApp,no_response,
INQ01098,LST00037,AGT014,2023-12-05,Telepon,no_response,
INQ01099,LST00733,AGT132,2024-04-11,WhatsApp,viewing_scheduled,34:02:00
INQ01100,LST00294,AGT086,2023-06-11,WhatsApp,info_sent,24:09:00
INQ01101,LST00177,AGT146,2024-10-08,WhatsApp,info_sent,66:00:00
INQ01102,LST00979,AGT044,2022-06-28,WhatsApp,info_sent,30:08:00
INQ01103,LST00846,AGT051,2022-08-08,Telepon,info_sent,49:06:00
INQ01104,LST00487,AGT113,2022-05-27,Telepon,offer_made,56:05:00
INQ01105,LST00110,AGT148,2024-07-04,Email,offer_made,46:09:00
INQ01106,LST00933,AGT109,2023-02-20,Walk-in,offer_made,23:01
INQ01107,LST00660,AGT099,2024-03-24,WhatsApp,no_response,
INQ01108,LST00550,AGT114,2022-12-14,Telepon,viewing_scheduled,47:06:00
INQ01109,LST00896,AGT090,2023-12-21,Walk-in,info_sent,57:09:00
INQ01110,LST00582,AGT017,2023-05-30,WhatsApp,viewing_scheduled,38:00:00
INQ01111,LST00796,AGT100,2023-12-15,Walk-in,offer_made,43:02:00
INQ01112,LST00314,AGT114,2024-06-07,Telepon,viewing_scheduled,50:07:00
INQ01113,LST00858,AGT134,2024-10-04,WhatsApp,info_sent,60:05:00
INQ01114,LST00698,AGT094,2023-07-28,WhatsApp,info_sent,16:08
INQ01115,LST00830,AGT079,2022-01-30,Walk-in,viewing_scheduled,39:00:00
INQ01116,LST00987,AGT122,2024-11-11,Walk-in,info_sent,12:07
INQ01117,LST00136,AGT076,2024-09-12,Telepon,offer_made,16:04
INQ01118,LST00461,AGT107,2025-01-24,Telepon,info_sent,17:02
INQ01119,LST00812,AGT021,2024-11-09,WhatsApp,no_response,
INQ01120,LST00662,AGT022,2024-02-03,Telepon,viewing_scheduled,2:03
INQ01121,LST00943,AGT076,2023-11-21,Telepon,info_sent,70:08:00
INQ01122,LST00530,AGT041,2024-12-11,WhatsApp,offer_made,41:07:00
INQ01123,LST00947,AGT026,2022-03-14,WhatsApp,no_response,
INQ01124,LST00125,AGT069,2023-04-01,WhatsApp,no_response,
INQ01125,LST00190,AGT074,2023-06-06,WhatsApp,no_response,
INQ01126,LST00017,AGT078,2022-04-26,Email,viewing_scheduled,27:08:00
INQ01127,LST00445,AGT109,2023-05-03,WhatsApp,no_response,
INQ01128,LST00932,AGT063,2023-11-04,Telepon,offer_made,43:00:00
INQ01129,LST00889,AGT020,2023-04-21,Email,viewing_scheduled,51:05:00
INQ01130,LST00125,AGT069,2023-03-23,Telepon,no_response,
INQ01131,LST00838,AGT008,2023-04-16,WhatsApp,info_sent,27:07:00
INQ01132,LST00096,AGT068,2023-02-06,WhatsApp,deal_closed,17:00
INQ01133,LST00567,AGT051,2023-03-06,WhatsApp,offer_made,17:06
INQ01134,LST00967,AGT046,2022-12-03,Email,viewing_scheduled,54:04:00
INQ01135,LST00806,AGT110,2023-05-04,WhatsApp,info_sent,56:04:00
INQ01136,LST00785,AGT104,2022-10-17,Email,no_response,
INQ01137,LST00200,AGT060,2023-05-20,WhatsApp,info_sent,62:04:00
INQ01138,LST00603,AGT077,2025-02-07,Email,no_response,
INQ01139,LST00036,AGT042,2022-11-11,WhatsApp,deal_closed,55:07:00
INQ01140,LST00018,AGT117,2022-11-13,Walk-in,info_sent,66:00:00
INQ01141,LST00004,AGT024,2022-08-16,WhatsApp,info_sent,68:06:00
INQ01142,LST00603,AGT077,2025-02-15,Telepon,no_response,
INQ01143,LST00340,AGT110,2024-10-13,Email,no_response,
INQ01144,LST00447,AGT128,2024-05-30,Email,info_sent,30:04:00
INQ01145,LST00095,AGT098,2025-01-02,WhatsApp,offer_made,28:04:00
INQ01146,LST00380,AGT079,2022-12-09,WhatsApp,offer_made,6:06
INQ01147,LST00861,AGT111,2022-02-14,WhatsApp,no_response,
INQ01148,LST00828,AGT120,2023-09-18,Telepon,info_sent,7:03
INQ01149,LST00629,AGT049,2023-05-27,Email,info_sent,55:06:00
INQ01150,LST00481,AGT006,2024-06-14,Telepon,viewing_scheduled,1:02
INQ01151,LST00792,AGT122,2023-09-27,Walk-in,info_sent,31:00:00
INQ01152,LST00562,AGT030,2022-09-25,WhatsApp,viewing_scheduled,10:02
INQ01153,LST00548,AGT107,2023-06-27,Telepon,viewing_scheduled,44:08:00
INQ01154,LST00164,AGT054,2024-12-24,Email,viewing_scheduled,56:05:00
INQ01155,LST00541,AGT060,2023-04-10,Telepon,viewing_scheduled,40:02:00
INQ01156,LST00533,AGT050,2025-02-28,Email,viewing_scheduled,8:06
INQ01157,LST00542,AGT057,2024-12-02,Email,offer_made,35:00:00
INQ01158,LST00630,AGT069,2024-05-05,WhatsApp,no_response,
INQ01159,LST00380,AGT079,2023-02-22,WhatsApp,info_sent,26:02:00
INQ01160,LST00865,AGT108,2025-01-10,Telepon,viewing_scheduled,64:06:00
INQ01161,LST00024,AGT046,2025-02-28,Email,info_sent,9:02
INQ01162,LST00966,AGT034,2024-07-08,WhatsApp,viewing_scheduled,63:05:00
INQ01163,LST00783,AGT091,2022-07-23,Telepon,offer_made,37:06:00
INQ01164,LST00573,AGT103,2024-07-06,WhatsApp,no_response,
INQ01165,LST00310,AGT084,2025-01-17,Telepon,no_response,
INQ01166,LST00780,AGT080,2023-01-15,WhatsApp,no_response,
INQ01167,LST00803,AGT042,2022-04-08,WhatsApp,info_sent,36:08:00
INQ01168,LST00995,AGT133,2023-07-08,Telepon,viewing_scheduled,33:00:00
INQ01169,LST00724,AGT147,2024-01-09,Email,deal_closed,10:00
INQ01170,LST00304,AGT011,2022-06-19,Email,info_sent,56:05:00
INQ01171,LST00099,AGT021,2025-01-30,Email,offer_made,39:07:00
INQ01172,LST00288,AGT127,2023-09-03,Email,offer_made,42:07:00
INQ01173,LST00963,AGT106,2024-04-18,Telepon,info_sent,12:08
INQ01174,LST00145,AGT026,2023-05-04,WhatsApp,viewing_scheduled,42:04:00
INQ01175,LST00461,AGT107,2025-01-17,Walk-in,info_sent,51:09:00
INQ01176,LST00376,AGT061,2022-04-14,WhatsApp,no_response,
INQ01177,LST00844,AGT146,2023-11-06,WhatsApp,offer_made,21:02
INQ01178,LST00498,AGT001,2023-11-15,WhatsApp,viewing_scheduled,56:01:00
INQ01179,LST00130,AGT032,2023-03-23,Telepon,no_response,
INQ01180,LST00130,AGT032,2023-05-16,WhatsApp,viewing_scheduled,59:08:00
INQ01181,LST00728,AGT126,2024-08-17,WhatsApp,deal_closed,3:07
INQ01182,LST00648,AGT137,2024-06-20,WhatsApp,offer_made,64:07:00
INQ01183,LST00420,AGT149,2024-10-13,WhatsApp,viewing_scheduled,12:04
INQ01184,LST00848,AGT109,2023-12-25,WhatsApp,viewing_scheduled,71:04:00
INQ01185,LST00516,AGT004,2023-07-16,Telepon,viewing_scheduled,23:07
INQ01186,LST00739,AGT144,2023-12-14,WhatsApp,no_response,
INQ01187,LST00092,AGT002,2023-10-27,Telepon,offer_made,68:01:00
INQ01188,LST00837,AGT007,2024-01-05,WhatsApp,info_sent,49:06:00
INQ01189,LST00735,AGT070,2022-12-29,WhatsApp,no_response,
INQ01190,LST00140,AGT083,2023-03-03,WhatsApp,info_sent,67:08:00
INQ01191,LST00556,AGT098,2023-12-07,WhatsApp,viewing_scheduled,4:08
INQ01192,LST00806,AGT110,2023-02-25,Telepon,offer_made,50:03:00
INQ01193,LST00972,AGT106,2022-06-08,WhatsApp,no_response,
INQ01194,LST00589,AGT086,2025-02-28,WhatsApp,viewing_scheduled,12:09
INQ01195,LST00475,AGT021,2024-03-08,Email,no_response,
INQ01196,LST00323,AGT136,2023-03-14,WhatsApp,no_response,
INQ01197,LST00766,AGT086,2024-04-13,WhatsApp,deal_closed,26:02:00
INQ01198,LST00970,AGT075,2024-10-02,Telepon,no_response,
INQ01199,LST00841,AGT014,2023-10-07,WhatsApp,info_sent,3:03
INQ01200,LST00474,AGT002,2024-04-20,Telepon,viewing_scheduled,22:07
INQ01201,LST00016,AGT081,2022-07-07,Telepon,info_sent,65:02:00
INQ01202,LST00850,AGT116,2023-02-02,Telepon,viewing_scheduled,56:06:00
INQ01203,LST00576,AGT084,2024-11-24,WhatsApp,offer_made,21:02
INQ01204,LST00831,AGT010,2022-07-11,Telepon,viewing_scheduled,33:08:00
INQ01205,LST00608,AGT037,2024-11-12,Telepon,info_sent,62:03:00
INQ01206,LST00423,AGT050,2024-09-30,WhatsApp,viewing_scheduled,18:06
INQ01207,LST00980,AGT058,2023-06-08,Walk-in,no_response,
INQ01208,LST00424,AGT076,2024-12-10,Walk-in,no_response,
INQ01209,LST00983,AGT146,2023-08-04,Walk-in,viewing_scheduled,66:07:00
INQ01210,LST00486,AGT064,2023-05-12,WhatsApp,viewing_scheduled,6:00
INQ01211,LST00924,AGT092,2024-08-28,WhatsApp,info_sent,24:00:00
INQ01212,LST00158,AGT087,2024-07-23,Walk-in,viewing_scheduled,47:08:00
INQ01213,LST00413,AGT048,2022-02-07,Email,info_sent,5:00
INQ01214,LST00914,AGT001,2024-08-15,WhatsApp,deal_closed,26:00:00
INQ01215,LST00263,AGT100,2023-04-01,Walk-in,info_sent,24:04:00
INQ01216,LST00941,AGT039,2022-04-29,WhatsApp,viewing_scheduled,4:04
INQ01217,LST00883,AGT028,2024-11-11,Telepon,viewing_scheduled,2:09
INQ01218,LST00440,AGT139,2022-10-14,WhatsApp,viewing_scheduled,39:05:00
INQ01219,LST00735,AGT070,2022-09-17,WhatsApp,viewing_scheduled,36:03:00
INQ01220,LST00561,AGT008,2022-12-01,WhatsApp,info_sent,57:06:00
INQ01221,LST00392,AGT095,2024-03-22,Email,info_sent,29:03:00
INQ01222,LST00142,AGT066,2023-12-05,WhatsApp,info_sent,24:01:00
INQ01223,LST00457,AGT144,2025-01-01,WhatsApp,offer_made,3:07
INQ01224,LST00369,AGT094,2023-04-22,Email,info_sent,25:04:00
INQ01225,LST00373,AGT122,2022-04-07,WhatsApp,info_sent,40:07:00
INQ01226,LST00747,AGT044,2022-04-20,Email,no_response,
INQ01227,LST00554,AGT121,2023-07-13,WhatsApp,deal_closed,23:04
INQ01228,LST00044,AGT109,2023-02-04,Email,offer_made,22:04
INQ01229,LST00029,AGT109,2024-06-06,Email,no_response,
INQ01230,LST00911,AGT016,2023-10-25,WhatsApp,no_response,
INQ01231,LST00103,AGT149,2023-07-22,Walk-in,viewing_scheduled,67:08:00
INQ01232,LST00098,AGT062,2022-08-08,WhatsApp,info_sent,58:00:00
INQ01233,LST00722,AGT026,2023-01-17,Email,info_sent,4:00
INQ01234,LST00720,AGT082,2024-03-21,WhatsApp,offer_made,1:08
INQ01235,LST00735,AGT070,2022-11-17,WhatsApp,info_sent,58:09:00
INQ01236,LST00955,AGT104,2023-05-09,Email,no_response,
INQ01237,LST00699,AGT011,2024-03-02,WhatsApp,no_response,
INQ01238,LST00683,AGT015,2024-09-20,WhatsApp,viewing_scheduled,64:09:00
INQ01239,LST00804,AGT002,2025-02-28,WhatsApp,no_response,
INQ01240,LST00162,AGT114,2022-08-17,Walk-in,offer_made,66:02:00
INQ01241,LST00081,AGT093,2023-10-08,WhatsApp,info_sent,15:05
INQ01242,LST00737,AGT030,2024-03-18,WhatsApp,offer_made,49:05:00
INQ01243,LST00603,AGT077,2025-01-31,Telepon,offer_made,64:01:00
INQ01244,LST00348,AGT139,2024-07-14,Telepon,info_sent,3:03
INQ01245,LST00855,AGT043,2022-10-08,WhatsApp,deal_closed,31:09:00
INQ01246,LST00196,AGT075,2023-05-10,Telepon,viewing_scheduled,39:07:00
INQ01247,LST00954,AGT039,2024-04-23,Walk-in,deal_closed,42:05:00
INQ01248,LST00375,AGT061,2023-05-29,WhatsApp,info_sent,48:00:00
INQ01249,LST00850,AGT116,2023-01-27,WhatsApp,no_response,
INQ01250,LST00403,AGT019,2024-05-02,Email,viewing_scheduled,15:06
INQ01251,LST00312,AGT093,2024-09-01,WhatsApp,info_sent,49:07:00
INQ01252,LST00593,AGT038,2022-11-14,WhatsApp,info_sent,25:01:00
INQ01253,LST00961,AGT101,2023-01-03,WhatsApp,info_sent,3:04
INQ01254,LST00627,AGT096,2023-08-19,Walk-in,info_sent,4:07
INQ01255,LST00556,AGT098,2023-12-03,Email,viewing_scheduled,65:05:00
INQ01256,LST00979,AGT044,2022-06-10,Email,info_sent,63:04:00
INQ01257,LST00632,AGT129,2022-02-08,Telepon,info_sent,25:00:00
INQ01258,LST00769,AGT090,2024-03-18,WhatsApp,offer_made,40:09:00
INQ01259,LST00151,AGT071,2022-10-22,WhatsApp,info_sent,5:02
INQ01260,LST00061,AGT003,2022-12-19,Telepon,viewing_scheduled,67:07:00
INQ01261,LST00014,AGT020,2023-04-11,WhatsApp,viewing_scheduled,30:09:00
INQ01262,LST00936,AGT039,2024-06-17,WhatsApp,no_response,
INQ01263,LST00560,AGT095,2022-04-30,Walk-in,viewing_scheduled,34:04:00
INQ01264,LST00046,AGT019,2022-08-22,Email,info_sent,71:07:00
INQ01265,LST00513,AGT132,2023-03-21,Email,offer_made,9:01
INQ01266,LST00912,AGT094,2023-03-27,Email,info_sent,41:01:00
INQ01267,LST00296,AGT121,2024-08-04,Telepon,offer_made,69:04:00
INQ01268,LST00384,AGT039,2024-11-10,WhatsApp,no_response,
INQ01269,LST00403,AGT019,2024-05-28,Telepon,info_sent,54:07:00
INQ01270,LST00867,AGT124,2024-07-24,WhatsApp,info_sent,0:07
INQ01271,LST00165,AGT037,2023-08-28,WhatsApp,no_response,
INQ01272,LST00075,AGT028,2024-07-11,WhatsApp,info_sent,22:06
INQ01273,LST00134,AGT040,2024-07-12,WhatsApp,info_sent,7:07
INQ01274,LST00551,AGT033,2024-09-15,WhatsApp,viewing_scheduled,4:05
INQ01275,LST00192,AGT021,2023-03-28,Email,deal_closed,10:08
INQ01276,LST00809,AGT137,2022-10-11,WhatsApp,info_sent,61:06:00
INQ01277,LST00072,AGT145,2024-09-13,Walk-in,no_response,
INQ01278,LST00586,AGT138,2024-07-27,Email,info_sent,60:04:00
INQ01279,LST00048,AGT129,2024-09-18,WhatsApp,no_response,
INQ01280,LST00653,AGT068,2022-04-01,Telepon,info_sent,36:08:00
INQ01281,LST00249,AGT091,2022-07-22,WhatsApp,no_response,
INQ01282,LST00091,AGT144,2024-10-20,WhatsApp,viewing_scheduled,15:09
INQ01283,LST00140,AGT083,2023-03-09,WhatsApp,info_sent,64:06:00
INQ01284,LST00343,AGT128,2024-08-08,Telepon,info_sent,54:03:00
INQ01285,LST00577,AGT026,2024-11-07,Telepon,viewing_scheduled,23:03
INQ01286,LST00580,AGT042,2022-12-14,WhatsApp,info_sent,42:08:00
INQ01287,LST00608,AGT037,2024-09-05,WhatsApp,info_sent,28:05:00
INQ01288,LST00237,AGT149,2023-11-11,WhatsApp,info_sent,48:03:00
INQ01289,LST00904,AGT031,2024-11-11,WhatsApp,offer_made,10:03
INQ01290,LST00379,AGT048,2024-05-15,Telepon,info_sent,5:07
INQ01291,LST00474,AGT002,2024-11-07,WhatsApp,offer_made,42:09:00
INQ01292,LST00002,AGT052,2025-02-28,WhatsApp,no_response,
INQ01293,LST00821,AGT125,2024-03-11,WhatsApp,info_sent,51:04:00
INQ01294,LST00564,AGT098,2022-10-21,WhatsApp,info_sent,31:01:00
INQ01295,LST00981,AGT128,2022-09-03,WhatsApp,offer_made,57:03:00
INQ01296,LST00743,AGT073,2022-02-13,WhatsApp,info_sent,65:03:00
INQ01297,LST00538,AGT064,2024-01-11,WhatsApp,viewing_scheduled,41:03:00
INQ01298,LST00501,AGT057,2022-12-27,Email,info_sent,40:08:00
INQ01299,LST00445,AGT109,2023-03-29,Walk-in,no_response,
INQ01300,LST00516,AGT004,2023-12-03,WhatsApp,viewing_scheduled,26:08:00
INQ01301,LST00564,AGT098,2022-11-09,Walk-in,viewing_scheduled,63:04:00
INQ01302,LST00583,AGT067,2024-02-22,Email,viewing_scheduled,12:01
INQ01303,LST00708,AGT147,2023-10-11,WhatsApp,viewing_scheduled,37:03:00
INQ01304,LST00726,AGT014,2024-08-10,Walk-in,deal_closed,24:05:00
INQ01305,LST00243,AGT029,2023-02-25,Telepon,deal_closed,58:02:00
INQ01306,LST00619,AGT137,2025-02-28,WhatsApp,viewing_scheduled,70:05:00
INQ01307,LST00624,AGT125,2022-08-09,Telepon,viewing_scheduled,34:06:00
INQ01308,LST00177,AGT146,2024-11-07,WhatsApp,info_sent,69:02:00
INQ01309,LST00319,AGT121,2022-09-29,Email,no_response,
INQ01310,LST00527,AGT085,2022-07-23,WhatsApp,deal_closed,54:03:00
INQ01311,LST00167,AGT070,2024-02-19,WhatsApp,info_sent,39:07:00
INQ01312,LST00630,AGT069,2024-08-26,Telepon,no_response,
INQ01313,LST00641,AGT029,2024-01-07,WhatsApp,offer_made,68:01:00
INQ01314,LST00061,AGT003,2022-12-09,WhatsApp,info_sent,20:01
INQ01315,LST00286,AGT084,2022-04-11,WhatsApp,deal_closed,9:06
INQ01316,LST00768,AGT129,2025-02-28,Walk-in,no_response,
INQ01317,LST00068,AGT039,2023-08-02,WhatsApp,viewing_scheduled,43:04:00
INQ01318,LST00201,AGT107,2022-01-29,Email,no_response,
INQ01319,LST00754,AGT081,2024-11-19,Walk-in,no_response,
INQ01320,LST00131,AGT061,2023-05-13,Email,info_sent,70:05:00
INQ01321,LST00284,AGT076,2024-05-31,WhatsApp,no_response,
INQ01322,LST00134,AGT040,2024-08-01,Telepon,viewing_scheduled,25:09:00
INQ01323,LST00953,AGT085,2023-12-27,Email,no_response,
INQ01324,LST00250,AGT150,2024-05-31,Walk-in,info_sent,3:01
INQ01325,LST00796,AGT100,2024-03-02,WhatsApp,viewing_scheduled,6:08
INQ01326,LST00344,AGT131,2023-04-30,WhatsApp,info_sent,28:06:00
INQ01327,LST00003,AGT054,2024-10-11,WhatsApp,offer_made,57:01:00
INQ01328,LST00237,AGT149,2023-11-23,Telepon,viewing_scheduled,33:01:00
INQ01329,LST00408,AGT135,2022-11-07,Email,viewing_scheduled,16:02
INQ01330,LST00787,AGT053,2023-09-29,Email,no_response,
INQ01331,LST00668,AGT109,2022-08-21,Email,no_response,
INQ01332,LST00426,AGT107,2023-12-10,Email,deal_closed,5:04
INQ01333,LST00306,AGT007,2023-12-05,Email,no_response,
INQ01334,LST00882,AGT137,2025-02-28,Telepon,deal_closed,68:08:00
INQ01335,LST00224,AGT017,2024-07-10,WhatsApp,info_sent,17:09
INQ01336,LST00989,AGT117,2025-02-06,Telepon,info_sent,4:09
INQ01337,LST00397,AGT011,2023-12-29,WhatsApp,no_response,
INQ01338,LST00582,AGT017,2023-04-28,WhatsApp,no_response,
INQ01339,LST00430,AGT144,2024-04-27,WhatsApp,viewing_scheduled,4:01
INQ01340,LST00416,AGT049,2025-02-12,WhatsApp,info_sent,60:06:00
INQ01341,LST00930,AGT053,2024-10-24,Telepon,deal_closed,63:02:00
INQ01342,LST00042,AGT096,2022-06-30,WhatsApp,offer_made,28:04:00
INQ01343,LST00157,AGT101,2022-11-05,Telepon,viewing_scheduled,57:09:00
INQ01344,LST00371,AGT100,2023-09-01,WhatsApp,info_sent,41:09:00
INQ01345,LST00798,AGT047,2024-04-14,WhatsApp,offer_made,2:07
INQ01346,LST00989,AGT117,2024-12-29,WhatsApp,info_sent,49:03:00
INQ01347,LST00620,AGT089,2025-01-26,WhatsApp,offer_made,16:03
INQ01348,LST00427,AGT041,2023-05-02,WhatsApp,info_sent,46:06:00
INQ01349,LST00386,AGT034,2023-02-13,Telepon,info_sent,9:04
INQ01350,LST00173,AGT085,2022-11-28,WhatsApp,viewing_scheduled,63:05:00
INQ01351,LST00121,AGT075,2023-06-07,WhatsApp,no_response,
INQ01352,LST00262,AGT021,2023-02-23,WhatsApp,offer_made,10:00
INQ01353,LST00849,AGT028,2024-10-10,WhatsApp,offer_made,40:00:00
INQ01354,LST00329,AGT078,2023-05-14,Email,no_response,
INQ01355,LST00104,AGT069,2024-04-28,Telepon,viewing_scheduled,45:08:00
INQ01356,LST00978,AGT044,2024-10-10,Telepon,deal_closed,35:05:00
INQ01357,LST00609,AGT131,2023-06-30,WhatsApp,deal_closed,44:09:00
INQ01358,LST00418,AGT125,2023-10-03,Email,info_sent,52:02:00
INQ01359,LST00930,AGT053,2024-09-14,Email,viewing_scheduled,41:01:00
INQ01360,LST00390,AGT025,2024-05-09,WhatsApp,info_sent,40:03:00
INQ01361,LST00825,AGT053,2023-12-17,WhatsApp,deal_closed,69:05:00
INQ01362,LST00289,AGT024,2022-06-16,WhatsApp,info_sent,48:00:00
INQ01363,LST00374,AGT062,2023-01-21,WhatsApp,info_sent,17:08
INQ01364,LST00973,AGT126,2024-08-31,WhatsApp,offer_made,17:04
INQ01365,LST00081,AGT093,2024-01-15,WhatsApp,offer_made,38:01:00
INQ01366,LST00416,AGT049,2025-01-09,WhatsApp,deal_closed,19:03
INQ01367,LST00885,AGT126,2023-05-21,Walk-in,deal_closed,28:02:00
INQ01368,LST00707,AGT077,2024-11-04,Email,info_sent,36:00:00
INQ01369,LST00816,AGT088,2025-02-28,WhatsApp,viewing_scheduled,51:03:00
INQ01370,LST00738,AGT038,2024-01-31,WhatsApp,deal_closed,55:06:00
INQ01371,LST00924,AGT092,2025-01-10,WhatsApp,info_sent,69:06:00
INQ01372,LST00448,AGT037,2025-01-11,Telepon,viewing_scheduled,71:04:00
INQ01373,LST00278,AGT112,2025-02-24,WhatsApp,deal_closed,42:09:00
INQ01374,LST00515,AGT140,2024-10-22,WhatsApp,viewing_scheduled,15:01
INQ01375,LST00288,AGT127,2023-09-06,WhatsApp,info_sent,24:08:00
INQ01376,LST00379,AGT048,2024-04-02,Telepon,offer_made,65:04:00
INQ01377,LST00587,AGT073,2024-01-11,Email,info_sent,36:06:00
INQ01378,LST00835,AGT005,2022-11-15,WhatsApp,deal_closed,28:08:00
INQ01379,LST00147,AGT047,2024-02-02,WhatsApp,viewing_scheduled,27:05:00
INQ01380,LST00310,AGT084,2025-02-28,Telepon,info_sent,8:02
INQ01381,LST00945,AGT025,2024-09-26,WhatsApp,viewing_scheduled,62:07:00
INQ01382,LST00283,AGT052,2023-12-22,WhatsApp,info_sent,56:00:00
INQ01383,LST00603,AGT077,2025-01-13,WhatsApp,info_sent,27:08:00
INQ01384,LST00956,AGT095,2023-07-04,WhatsApp,no_response,
INQ01385,LST00684,AGT081,2023-07-23,Email,viewing_scheduled,42:01:00
INQ01386,LST00254,AGT145,2024-08-06,WhatsApp,no_response,
INQ01387,LST00309,AGT142,2024-01-22,WhatsApp,info_sent,51:08:00
INQ01388,LST00058,AGT138,2022-10-22,Telepon,info_sent,15:09
INQ01389,LST00789,AGT025,2022-06-21,WhatsApp,no_response,
INQ01390,LST00985,AGT134,2025-02-28,Email,no_response,
INQ01391,LST00031,AGT092,2025-02-28,Email,offer_made,52:06:00
INQ01392,LST00508,AGT096,2022-05-22,WhatsApp,info_sent,10:03
INQ01393,LST00124,AGT116,2022-08-08,WhatsApp,deal_closed,39:06:00
INQ01394,LST00095,AGT098,2025-01-06,WhatsApp,info_sent,11:03
INQ01395,LST00372,AGT105,2025-02-28,Email,info_sent,53:02:00
INQ01396,LST00181,AGT110,2025-02-28,Telepon,viewing_scheduled,18:08
INQ01397,LST00865,AGT108,2025-02-28,Email,viewing_scheduled,3:06
INQ01398,LST00510,AGT022,2022-04-19,Email,info_sent,62:06:00
INQ01399,LST00957,AGT145,2025-01-08,Email,viewing_scheduled,29:06:00
INQ01400,LST00350,AGT111,2025-02-28,WhatsApp,viewing_scheduled,33:04:00
INQ01401,LST00136,AGT076,2024-10-11,WhatsApp,offer_made,23:04
INQ01402,LST00193,AGT015,2022-07-11,Telepon,no_response,
INQ01403,LST00115,AGT022,2023-05-20,WhatsApp,offer_made,59:06:00
INQ01404,LST00948,AGT066,2025-02-28,WhatsApp,viewing_scheduled,67:01:00
INQ01405,LST00065,AGT068,2022-06-21,WhatsApp,info_sent,46:08:00
INQ01406,LST00675,AGT093,2022-08-15,WhatsApp,no_response,
INQ01407,LST00943,AGT076,2023-11-18,Telepon,offer_made,12:09
INQ01408,LST00132,AGT011,2022-07-11,WhatsApp,info_sent,23:01
INQ01409,LST00679,AGT004,2023-12-23,WhatsApp,no_response,
INQ01410,LST00436,AGT103,2022-05-12,Email,info_sent,16:04
INQ01411,LST00588,AGT129,2024-02-14,Walk-in,info_sent,55:00:00
INQ01412,LST00542,AGT057,2024-12-10,Email,offer_made,6:03
INQ01413,LST00169,AGT064,2023-12-29,WhatsApp,no_response,
INQ01414,LST00203,AGT083,2022-03-25,Email,info_sent,25:03:00
INQ01415,LST00158,AGT087,2024-08-13,Walk-in,info_sent,12:08
INQ01416,LST00739,AGT144,2023-08-06,Email,offer_made,13:05
INQ01417,LST00744,AGT121,2024-02-05,WhatsApp,info_sent,9:03
INQ01418,LST00383,AGT059,2024-11-01,WhatsApp,offer_made,49:02:00
INQ01419,LST00932,AGT063,2023-12-01,WhatsApp,info_sent,10:09
INQ01420,LST00710,AGT116,2025-02-20,WhatsApp,offer_made,44:04:00
INQ01421,LST00916,AGT056,2023-03-01,Email,viewing_scheduled,12:06
INQ01422,LST00295,AGT091,2025-01-29,Telepon,offer_made,50:00:00
